pl_name,discoverymethod,disc_year,pl_controv_flag,pl_orbper,pl_rade,pl_bmasse,pl_dens,hostname,sy_dist,st_mass,st_spectype,st_lum,st_teff,st_met,st_age
TOI-431 d,Transit,2021,0,12.46103,3.29,9.9,1.3599999999999999,TOI-431,32.5686,0.78,,-0.5650000000000001,4850.0,0.2,
K2-390 b,Transit,2022,0,3.312792,4.662,19.6,1.06,K2-390,456.122,0.79,G4,-0.099,5558.0,-0.116,
HD 93963 A b,Transit,2022,0,1.0391353,1.35,7.8,17.4,HD 93963 A,82.3432,1.11,G0 V,0.098,5987.0,0.1,1.4
HD 93963 A c,Transit,2022,0,3.6451398,3.228,19.2,3.14,HD 93963 A,82.3432,1.11,G0 V,0.098,5987.0,0.1,1.4
K2-223 b,Transit,2018,0,0.50557,0.89,0.64,4.99,K2-223,198.604,1.06,,-0.035,5859.0,0.19,
Kepler-127 c,Transit,2014,0,29.393195,2.66,7.5600000000000005,2.21,Kepler-127,352.794,1.27,,0.40700000000000003,6106.0,0.214,2.63
Kepler-11 b,Transit,2010,0,10.3039,1.8,1.9,1.72,Kepler-11,646.346,0.96,,0.12,5663.0,0.04,8.5
Kepler-112 c,Transit,2014,0,28.574263,2.4,6.35,2.52,Kepler-112,513.206,0.78,,-0.08600000000000001,5544.0,-0.522,9.4
BD+20 2457 c,Radial Velocity,2009,0,621.99,12.4,3963.17,11.4,BD+20 2457,1539.71,2.8,K2 II,3.17,4137.0,-1.0,
WASP-157 b,Transit,2016,0,3.951623,11.19,182.43442,0.64,WASP-157,334.037,1.06,G2 V,0.079,5772.0,0.25,1.6
Kepler-1913 b,Transit,2021,0,14.1960001,1.5190000000000001,2.92,4.58,Kepler-1913,876.3,1.17,,-0.055,6214.0,0.07,
Kepler-1914 b,Transit,2021,0,30.82789993,2.943,8.97,1.93,Kepler-1914,1621.56,1.05,,0.077,5982.0,-0.04,
Kepler-1917 b,Transit,2021,0,12.90240002,1.8900000000000001,4.23,3.44,Kepler-1917,909.037,0.88,,-0.296,5530.0,-0.22,
Kepler-27 c,Transit,2011,0,31.3309,4.9,4385.87,,Kepler-27,1044.36,0.65,,-0.329,5400.0,0.41000000000000003,1.62
Kepler-1035 b,Transit,2016,0,2.71407755,1.17,1.71,5.87,Kepler-1035,562.116,0.98,,0.209,5763.0,-0.03,4.47
Kepler-227 c,Transit,2014,0,54.418694,3.04,9.48,1.85,Kepler-227,1083.06,0.92,,-0.121,5854.0,0.081,7.7
Kepler-1956 b,Transit,2021,0,5.94371986,1.089,1.32,5.61,Kepler-1956,360.468,0.67,,-1.045,4391.0,0.04,
Kepler-1130 b,Transit,2016,0,5.45298175,0.8,0.43700000000000006,4.6899999999999995,Kepler-1130,249.343,0.9,,-0.26,5403.0,-0.06,1.58
Kepler-385 c,Transit,2014,0,15.163161,3.04,13.2,2.58,Kepler-385,1432.61,1.12,,0.14400000000000002,6326.0,0.04,3.31
Kepler-324 b,Transit,2014,0,4.385315,1.1400000000000001,1.55,5.75,Kepler-324,501.574,0.87,,-0.308,5194.0,0.03,0.8
Kepler-352 c,Transit,2014,0,16.332995,1.24,2.07,5.97,Kepler-352,252.733,0.8300000000000001,,-0.432,5212.0,-0.07,3.47
Kepler-352 d,Transit,2021,0,6.88727999,0.806,0.449,4.71,Kepler-352,252.733,0.8,,-0.432,5208.0,-0.14,3.47
Kepler-238 d,Transit,2014,0,13.233549,3.07,9.64,1.83,Kepler-238,1798.75,1.06,,0.43,5751.0,0.23,6.76
Kepler-238 b,Transit,2014,0,2.090876,1.73,3.64,3.86,Kepler-238,1798.75,1.06,,0.43,5751.0,0.23,6.76
nu Oph c,Radial Velocity,2012,0,3184.83,12.0,7838.32346,24.9,nu Oph,46.2107,2.7,K0 III,2.039,4886.0,0.06,0.65
K2-43 b,Transit,2016,0,3.471149,4.51,18.5,1.11,K2-43,182.536,0.5700000000000001,,-1.212,3840.6,,
K2-180 b,Transit,2018,0,8.865651100000001,2.52,11.44182,5.6,K2-180,203.896,0.72,K2 V,-0.439,5306.0,-0.5,9.5
OGLE-2012-BLG-0026L b,Microlensing,2012,0,,7.72,46.1,0.5509999999999999,OGLE-2012-BLG-0026L,4019.0,1.06,G5 V,,,,5.0
Ross 458 c,Imaging,2010,0,,14.011,1906.98,3.81,Ross 458,11.5094,0.56,M2,-1.298,3646.0,,0.5
OGLE-2014-BLG-0676L b,Microlensing,2016,0,,13.0,1169.60854,2.9299999999999997,OGLE-2014-BLG-0676L,2670.0,0.73,,,,,
KMT-2017-BLG-1003L b,Microlensing,2023,0,,2.13,5.19,2.95,KMT-2017-BLG-1003L,7090.0,0.32,,,,,
KMT-2021-BLG-0748L b,Microlensing,2022,0,,14.3,143.02278,0.26899999999999996,KMT-2021-BLG-0748L,6090.0,0.36,,,,,
KMT-2019-BLG-2974L b,Microlensing,2022,0,,11.4,88.99195,0.32999999999999996,KMT-2019-BLG-2974L,6100.0,0.47000000000000003,,,,,
Kepler-1411 b,Transit,2016,0,86.1150888,2.8200000000000003,8.35,2.05,Kepler-1411,1660.48,0.9500000000000001,,0.041,5664.0,-0.04,4.17
Kepler-172 e,Transit,2014,0,35.118736,2.76,8.05,2.1,Kepler-172,828.592,1.0,,-0.032,5526.0,0.23,6.46
Kepler-1254 c,Transit,2016,0,3.60084276,1.3,2.24,5.6,Kepler-1254,622.818,0.78,,-0.5720000000000001,4985.0,-0.1,5.62
Kepler-154 d,Transit,2016,0,20.54981883,3.84,14.1,1.37,Kepler-154,915.212,0.98,,0.033,5769.0,-0.04,4.47
Kepler-1520 b,Transit,2016,0,0.65355357,5.77,28.1,0.8039999999999999,Kepler-1520,607.917,0.76,,-0.673,4677.0,0.04,4.47
Kepler-652 b,Transit,2016,0,4.18200253,2.49,6.76,2.41,Kepler-652,394.55,0.97,,-0.27,5490.0,0.17,1.48
Kepler-1541 b,Transit,2016,0,8.40691199,1.16,1.65,5.81,Kepler-1541,416.692,0.86,,-0.336,5282.0,-0.04,4.47
GJ 1148 b,Radial Velocity,2010,0,41.38,11.9,96.7,0.315,GJ 1148,11.0143,0.34,M5,-1.869,3287.0,0.16,
HD 187123 b,Radial Velocity,1998,0,3.0965828,14.2,166.218,0.319,HD 187123,45.9548,1.04,G3 V,0.127,5790.0,0.09,7.4
HD 216536 b,Radial Velocity,2015,0,148.60001,13.8,333.7215,0.698,HD 216536,376.233,0.81,K0,1.8,4639.0,-0.17,3.8
HD 10697 b,Radial Velocity,1999,0,1075.37989939,12.8,1914.58848,5.02,HD 10697,33.1205,0.99,G5 IV,0.47700000000000004,5680.0,0.17,6.98
Kepler-482 b,Transit,2016,0,56.35418576,2.36,6.17,2.58,Kepler-482,313.068,0.75,,-0.539,4871.0,-0.13,6.03
Kepler-87 b,Transit,2013,0,114.73635,13.49,324.2,0.729,Kepler-87,1232.9,1.1,,0.326,5600.0,-0.17,7.5
K2-33 b,Transit,2016,0,5.424865,5.04,1175.971,,K2-33,139.268,0.56,M3.3,-0.8240000000000001,3540.0,,0.009000000000000001
Kepler-1537 b,Transit,2016,0,1.4444538,1.18,1.76,5.89,Kepler-1537,517.292,0.81,,-0.423,5079.0,-0.08,5.01
Kepler-684 b,Transit,2016,0,6.77030201,3.36,11.2,1.62,Kepler-684,1731.27,0.89,,0.209,5493.0,-0.11,4.37
Kepler-1295 b,Transit,2016,0,3.81371974,1.55,3.02,4.46,Kepler-1295,1174.46,0.92,,-0.28300000000000003,5486.0,0.04,4.68
Kepler-204 c,Transit,2014,0,25.660593,1.79,3.8600000000000003,3.7,Kepler-204,686.723,1.03,,0.03,5812.0,0.01,3.3
Kepler-250 c,Transit,2014,0,7.156804,2.2800000000000002,5.82,2.7,Kepler-250,760.585,0.8300000000000001,,-0.457,5160.0,0.02,13.2
PSR B1620-26 b,Pulsar Timing,2003,0,,13.3,794.575,1.8599999999999999,PSR B1620-26,,1.35,,,,,
Kepler-131 b,Transit,2014,0,16.092,2.41,16.13,6.0,Kepler-131,228.678,1.02,,0.022,5685.0,0.12,3.66
Kepler-340 b,Transit,2014,0,14.844387,2.5300000000000002,6.94,2.35,Kepler-340,808.762,1.65,,0.867,6620.0,0.06,1.29
TYC 0434-04538-1 b,Radial Velocity,2021,0,193.2,12.7,1938.763,5.2,TYC 0434-04538-1,613.422,1.04,,1.67,4679.0,-0.38,
Kepler-268 c,Transit,2014,0,83.446393,3.38,11.4,1.62,Kepler-268,851.87,1.13,,0.318,6081.0,0.001,1.71
Kepler-250 d,Transit,2014,0,17.648312,2.18,5.39,2.86,Kepler-250,760.585,0.8300000000000001,,-0.457,5160.0,0.02,13.2
HD 98649 b,Radial Velocity,2012,0,5697.30430313,12.6,2665.27978,7.32,HD 98649,42.1727,1.02,G3/G5 V,-0.014,5759.0,0.02,4.44
Kepler-1772 b,Transit,2021,0,3.21509004,2.686,7.68,2.18,Kepler-1772,871.564,0.9400000000000001,,0.47200000000000003,5541.0,0.12,5.1
Kepler-1791 b,Transit,2021,0,7.72086,3.121,9.91,1.79,Kepler-1791,602.218,0.99,,0.176,5887.0,-0.06,3.73
Kepler-1796 b,Transit,2021,0,29.4557991,2.75,8.0,2.11,Kepler-1796,825.883,1.02,,0.11800000000000001,6036.0,-0.16,0.4
Kepler-1761 b,Transit,2021,0,4.04354,1.391,2.51,5.12,Kepler-1761,221.186,0.5700000000000001,,-1.17,3871.0,0.07,13.9
Kepler-1768 b,Transit,2021,0,15.13589954,2.233,5.62,2.77,Kepler-1768,632.766,1.24,,0.28700000000000003,6050.0,0.14,
Kepler-1797 b,Transit,2021,0,23.3593998,3.058,9.58,1.8399999999999999,Kepler-1797,1338.49,1.07,,0.062,6244.0,-0.2,0.4
K2-54 b,Transit,2016,0,9.7843,1.15,1.6,5.78,K2-54,174.955,0.42,,-1.011,3798.0,,
Kepler-1039 b,Transit,2016,0,0.93488424,1.46,2.73,4.82,Kepler-1039,306.91,0.79,,-0.649,4870.0,0.01,4.37
Kepler-1028 b,Transit,2016,0,2.5146243200000002,1.33,2.33,5.44,Kepler-1028,607.916,0.9,,-0.245,5522.0,-0.09,4.68
Kepler-106 b,Transit,2014,0,6.16486,0.8200000000000001,5.3,,Kepler-106,444.322,1.0,,0.083,5858.0,-0.12,4.83
Kepler-1246 b,Transit,2016,0,11.32271513,1.3599999999999999,2.42,5.29,Kepler-1246,436.505,0.73,,-0.727,4611.0,-0.03,3.89
Kepler-130 c,Transit,2014,0,27.50868,2.9,8.75,1.97,Kepler-130,316.663,1.0,,0.155,5879.0,0.02,5.89
Kepler-11 f,Transit,2010,0,46.6888,2.49,2.0,0.69,Kepler-11,646.346,0.96,,0.12,5663.0,0.04,8.5
Kepler-147 b,Transit,2014,0,12.610584,1.53,2.96,4.54,Kepler-147,1042.02,1.1400000000000001,,0.427,6012.0,0.07,4.47
Wolf 1061 b,Radial Velocity,2015,0,4.8869,1.21,1.9100000000000001,5.92,Wolf 1061,4.30592,0.29,M3.5,-1.991,3342.0,-0.09,
Kepler-48 b,Transit,2012,0,4.7780000000000005,1.88,3.94,3.23,Kepler-48,306.738,0.88,,-0.289,5194.0,0.17,3.14
Kepler-277 b,Transit,2013,0,17.324,2.92,87.3,19.3,Kepler-277,976.643,1.12,,0.5680000000000001,5946.0,0.1,5.0
Kepler-32 f,Transit,2012,0,0.7429600000000001,0.8200000000000001,0.47700000000000004,4.75,Kepler-32,323.847,0.58,M1 V,-1.292,3900.0,0.0,2.69
USco CTIO 108 b,Imaging,2008,0,,12.3,4449.62,13.1,USco CTIO 108,144.019,0.06,M7,-1.9500000000000002,2700.0,,0.003
Kepler-754 b,Transit,2016,0,14.5596237,2.01,4.7,3.18,Kepler-754,1770.27,1.06,,0.41600000000000004,5935.0,0.05,3.8
Kepler-261 c,Transit,2014,0,24.570858,2.0,4.66,3.2,Kepler-261,317.499,0.88,,-0.47100000000000003,5098.0,0.162,3.98
Kepler-266 c,Transit,2014,0,107.723601,3.89,14.4,1.3399999999999999,Kepler-266,1370.79,0.9500000000000001,,0.012,5885.0,0.16,4.79
Kepler-273 b,Transit,2014,0,2.936532,1.5,2.8600000000000003,4.66,Kepler-273,713.964,0.9400000000000001,,-0.341,5626.0,0.14,5.1
Kepler-284 b,Transit,2014,0,12.699149,2.24,5.65,2.76,Kepler-284,1031.95,0.92,,-0.341,5615.0,0.14,0.5
Kepler-270 b,Transit,2014,0,11.476094,2.01,4.7,3.18,Kepler-270,948.781,1.17,,0.312,6067.0,0.07,2.73
K2-259 b,Transit,2018,0,15.48043,2.32,5.99,2.64,K2-259,416.457,1.1400000000000001,,0.167,6059.0,0.16,
K2-183 d,Transit,2018,0,22.620344,2.3,5.9,2.66,K2-183,329.041,0.9400000000000001,,-0.138,5482.0,0.09,
K2-32 b,Transit,2016,0,8.992,5.299,15.0,0.5499999999999999,K2-32,157.682,0.8300000000000001,G9 V,-0.296,5271.0,-0.06,7.9
Kepler-217 d,Transit,2016,0,3.8868952500000002,1.32,2.3,5.5,Kepler-217,1104.64,1.37,,0.754,6341.0,0.09,2.63
Kepler-364 c,Transit,2014,0,59.980627,2.15,5.27,2.91,Kepler-364,891.462,1.19,,0.35100000000000003,6108.0,-0.031,0.63
Kepler-135 c,Transit,2014,0,11.448708,1.16,1.65,5.81,Kepler-135,621.855,1.25,,0.448,6090.0,-0.105,2.62
Kepler-1459 b,Transit,2016,0,62.8691611,1.3599999999999999,2.42,5.29,Kepler-1459,455.479,0.78,,-0.523,4828.0,0.01,3.89
Kepler-1365 b,Transit,2016,0,7.69993485,0.92,0.7210000000000001,5.09,Kepler-1365,840.128,1.0,,0.425,5770.0,0.03,6.03
Kepler-1193 b,Transit,2016,0,2.83265213,1.32,2.3,5.5,Kepler-1193,802.116,1.08,,0.35100000000000003,5908.0,0.12,5.01
Kepler-1415 b,Transit,2016,0,0.6364240800000001,1.29,2.21,5.66,Kepler-1415,1043.56,0.89,,-0.297,5267.0,0.12,4.17
Kepler-1433 b,Transit,2016,0,4.13592271,1.56,3.05,4.41,Kepler-1433,1328.0,1.1400000000000001,,0.247,6097.0,0.07,3.02
Kepler-24 e,Transit,2014,0,18.998355,2.7800000000000002,8.15,2.08,Kepler-24,1156.81,0.98,,0.14200000000000002,5897.0,-0.07100000000000001,5.2
PSR J1719-1438 b,Pulsar Timing,2011,0,0.09070629,,382.8,23.0,PSR J1719-1438,1200.0,1.4,,,4500.0,,12.5
HD 219828 c,Radial Velocity,2016,0,4789.87297306,12.2,5406.99115,16.4,HD 219828,73.114,1.04,G0 IV,0.42,5891.0,0.19,5.69
Kepler-1232 b,Transit,2016,0,26.7839183,1.9300000000000002,4.38,3.35,Kepler-1232,632.865,0.92,,-0.359,5471.0,0.06,4.79
Kepler-290 b,Transit,2014,0,14.589347,2.25,5.69,2.74,Kepler-290,694.627,0.8,,-0.586,5147.0,-0.06,1.1
Kepler-310 c,Transit,2014,0,56.47542,3.38,11.4,1.62,Kepler-310,602.268,0.91,,-0.23900000000000002,5797.0,-0.07,1.9
Kepler-350 c,Transit,2013,0,17.849,3.1,6.1,1.13,Kepler-350,956.859,1.0,,0.428,6492.3,0.041,4.0
Kepler-443 b,Transit,2015,0,177.6693,2.33,6.04,2.62,Kepler-443,802.271,0.74,,-0.664,4723.0,-0.01,3.2
Kepler-33 c,Transit,2011,0,13.17562,3.2,0.39,0.13,Kepler-33,1209.16,1.29,,0.556,5904.0,0.025,4.27
Kepler-398 b,Transit,2014,0,4.081423,0.93,0.7490000000000001,5.12,Kepler-398,177.355,0.65,,-0.811,4493.0,0.053,2.34
HD 25015 b,Radial Velocity,2019,0,6134.4269993,12.5,2866.32778,8.06,HD 25015,37.433,0.86,K1 V,-0.384,5160.0,0.04,4.0
GJ 676 A b,Radial Velocity,2010,0,1051.44520601,12.8,1837.01057,4.81,GJ 676 A,16.0272,0.63,M0 V,-1.043,3734.0,0.23,
Kepler-439 b,Transit,2015,0,178.1396,2.24,5.65,2.76,Kepler-439,757.048,0.88,,-0.23600000000000002,5431.0,0.02,7.2
Kepler-370 b,Transit,2014,0,4.57953,1.5899999999999999,3.15,4.31,Kepler-370,1167.94,0.98,,0.006,5852.0,0.132,0.4
Kepler-1464 c,Transit,2016,0,5.32786292,1.0,0.9720000000000001,5.34,Kepler-1464,1151.73,1.02,,0.43,5828.0,0.03,3.89
Kepler-1152 b,Transit,2016,0,1.64680191,0.87,0.5900000000000001,4.92,Kepler-1152,215.233,0.55,,-1.097,3964.0,-0.25,3.47
Kepler-1376 b,Transit,2016,0,5.30880656,1.05,1.16,5.51,Kepler-1376,868.056,0.98,,-0.07100000000000001,5659.0,0.07,4.68
Kepler-1033 b,Transit,2016,0,7.56052806,2.51,6.85,2.38,Kepler-1033,1455.5,0.9400000000000001,,-0.126,5547.0,0.06,5.01
Kepler-1093 b,Transit,2016,0,25.0824626,1.9500000000000002,4.46,3.31,Kepler-1093,1072.88,1.13,,0.46,6166.0,-0.01,2.95
Kepler-1304 b,Transit,2016,0,16.1288853,2.29,5.86,2.6799999999999997,Kepler-1304,2176.08,0.85,,0.639,5259.0,-0.05,4.68
BD-08 2823 c,Radial Velocity,2009,0,237.6,12.5,104.0,0.293,BD-08 2823,41.3342,0.74,K3 V,-0.626,4746.0,-0.07,4.5
Kepler-1598 b,Transit,2016,0,4.34195123,0.9500000000000001,0.809,5.18,Kepler-1598,619.862,1.07,,-0.039,5940.0,0.04,3.8
HD 180314 b,Radial Velocity,2010,0,396.03,12.1,6397.9179,19.8,HD 180314,122.362,2.2,K0,1.643,4924.0,0.14,1.295
Kepler-736 b,Transit,2016,0,3.60147201,2.93,8.91,1.95,Kepler-736,1005.43,0.86,,-0.35000000000000003,5217.0,0.03,4.27
Kepler-708 b,Transit,2016,0,3.16789194,2.93,8.91,1.95,Kepler-708,1394.22,0.97,,0.037,5692.0,0.01,4.37
Kepler-697 b,Transit,2016,0,3.70987065,4.13,16.0,1.25,Kepler-697,1277.33,0.92,,-0.025,5513.0,-0.01,4.37
Kepler-727 b,Transit,2016,0,5.15448442,2.5300000000000002,6.94,2.35,Kepler-727,831.842,0.89,,-0.317,5441.0,-0.01,4.79
Kepler-587 b,Transit,2016,0,10.94027841,2.23,5.6,2.77,Kepler-587,787.894,0.92,,-0.23800000000000002,5549.0,-0.05,4.79
Kepler-622 b,Transit,2016,0,14.28226676,2.13,5.18,2.95,Kepler-622,284.761,0.64,,-0.862,4201.0,-0.09,3.47
Kepler-325 d,Transit,2014,0,38.715185,2.79,8.2,2.07,Kepler-325,823.242,0.92,,-0.255,5752.0,0.017,8.2
Kepler-1884 b,Transit,2021,0,8.98832035,1.814,3.95,3.64,Kepler-1884,1443.09,0.99,,0.277,5984.0,-0.2,0.3
Kepler-177 c,Transit,2013,0,49.40926,8.73,14.7,0.121,Kepler-177,1435.44,0.92,,0.24,5732.0,-0.11,1.8
Kepler-203 c,Transit,2014,0,5.370647,2.47,749.9,273.0,Kepler-203,703.302,1.0,,0.094,5821.0,0.048,0.5
K2-138 d,Transit,2017,0,5.40479,2.39,7.92,3.1,K2-138,202.585,0.9400000000000001,G8 V,-0.28700000000000003,5356.3,0.14,2.8
Kepler-1090 b,Transit,2016,0,198.680179,2.25,5.69,2.74,Kepler-1090,858.77,0.86,,-0.146,5321.0,-0.04,4.37
Kepler-1090 c,Transit,2021,0,42.42720032,3.293,10.9,1.68,Kepler-1090,858.77,0.87,,-0.146,5330.0,0.18,14.0
Kepler-169 b,Transit,2014,0,3.250619,1.13,1.51,5.75,Kepler-169,406.529,0.84,,-0.496,4997.0,0.05,13.8
Kepler-174 b,Transit,2014,0,13.98179,1.96,4.5,3.28,Kepler-174,384.757,0.6,,-0.5700000000000001,4880.0,-0.44,4.9
Kepler-251 d,Transit,2014,0,30.133001,2.77,8.1,2.09,Kepler-251,924.625,0.9500000000000001,,-0.17200000000000001,5526.0,-0.02,3.63
GJ 422 b,Radial Velocity,2014,0,20.129,3.33,11.07,1.65,GJ 422,12.6631,0.35000000000000003,M3.5 V,-1.959,3323.0,,
Kepler-781 b,Transit,2016,0,13.2140732,2.89,8.7,1.98,Kepler-781,1064.47,0.81,,-0.384,5162.0,-0.1,4.9
Kepler-643 b,Transit,2016,0,16.33889626,10.16,321.0083,1.68,Kepler-643,1063.58,1.0,,0.47800000000000004,4908.0,0.13,12.02
Kepler-636 b,Transit,2016,0,16.08066115,4.45,18.1,1.13,Kepler-636,310.301,0.85,,-0.374,5203.0,-0.02,5.01
Kepler-903 c,Transit,2016,0,62.9228557,2.5300000000000002,6.94,2.35,Kepler-903,1369.24,0.98,,0.365,5682.0,0.05,4.79
Kepler-256 c,Transit,2014,0,3.38802,2.15,5.27,2.91,Kepler-256,1026.43,0.97,,-0.059000000000000004,5551.0,0.12,9.55
Kepler-1599 b,Transit,2016,0,122.363553,1.62,3.26,4.21,Kepler-1599,1328.2,0.99,,0.241,5767.0,0.02,4.27
Kepler-199 b,Transit,2014,0,23.637604,3.11,9.85,1.7999999999999998,Kepler-199,521.054,0.96,,-0.097,5644.0,-0.12,1.45
Kepler-170 c,Transit,2014,0,16.665863,2.86,8.55,2.01,Kepler-170,738.657,1.09,,-0.055,5679.0,0.31,1.8
Kepler-1565 b,Transit,2016,0,1.5381884399999999,1.19,1.81,5.9,Kepler-1565,629.93,0.76,,-0.5640000000000001,4940.0,-0.16,5.62
Kepler-553 b,Transit,2016,0,4.03046804,4.63,19.4,1.07,Kepler-553,728.525,0.92,,-0.261,5266.0,0.21,2.88
Kepler-1147 b,Transit,2016,0,10.62784997,2.61,7.32,2.26,Kepler-1147,1657.36,1.09,,0.23500000000000001,5941.0,0.11,3.8
HD 72892 b,Radial Velocity,2016,0,39.44603442,12.8,1736.44828,4.55,HD 72892,69.7311,1.01,G5 V,0.146,5688.0,0.25,8.0
HD 82943 c,Radial Velocity,2003,0,220.078,13.4,622.603,1.42,HD 82943,27.5902,1.08,G2/3V,0.194,5935.0,0.26,2.35
HU Aqr AB b,Eclipse Timing Variations,2011,1,2390.0,12.8,1875.197,4.91,HU Aqr,192.1980787,0.88,,,5952.0,,
Kepler-1026 b,Transit,2016,0,36.5156053,2.21,5.52,2.81,Kepler-1026,351.239,0.79,,-0.617,4948.0,-0.02,4.57
Kepler-837 b,Transit,2016,0,16.56059504,2.56,7.08,2.32,Kepler-837,901.907,0.85,,-0.271,5403.0,-0.18,3.98
HD 75784 b,Radial Velocity,2014,0,341.2,13.8,317.83,0.6649999999999999,HD 75784,85.4321,1.26,G5,0.756,4867.0,0.25,4.0
CoRoT-8 b,Transit,2010,0,6.21229,6.39,69.92,1.6,CoRoT-8,322.037,0.88,K1 V,-0.4,5080.0,0.3,3.0
Kepler-69 c,Transit,2013,0,242.4613,1.71,3.5700000000000003,3.92,Kepler-69,730.625,0.81,G4 V,-0.097,5638.0,-0.29,9.8
K2-356 b,Transit,2021,0,21.0267366,2.29,5.86,2.6799999999999997,K2-356,355.54,0.9,,-0.244,5568.0,-0.11,
K2-357 b,Transit,2021,0,16.3488637,3.7199999999999998,13.4,1.43,K2-357,517.687,0.98,,-0.066,5794.0,-0.02,
K2-392 b,Transit,2022,0,15.398723,1.85,4.08,3.54,K2-392,406.985,0.84,G3,0.048,5726.0,-0.23800000000000002,
Kepler-1266 b,Transit,2016,0,28.474748,2.58,7.18,2.3,Kepler-1266,849.312,0.8,,-0.53,5044.0,-0.07,5.13
Kepler-1600 c,Transit,2021,0,7.29804993,1.9420000000000002,4.43,3.32,Kepler-1600,1030.81,0.8200000000000001,,-0.339,5119.0,0.1,4.68
Kepler-1424 b,Transit,2016,0,29.6091744,1.16,1.65,5.81,Kepler-1424,661.421,1.02,,0.271,5838.0,0.01,5.25
Kepler-604 b,Transit,2016,0,25.85501786,2.59,7.22,2.28,Kepler-604,1026.49,1.02,,0.092,5890.0,-0.02,3.7199999999999998
Kepler-1455 b,Transit,2016,0,49.276764,2.16,5.31,2.9,Kepler-1455,357.621,0.62,,-1.141,4075.0,-0.02,4.17
Kepler-61 b,Transit,2013,0,59.87756,2.15,5.27,2.91,Kepler-61,335.079,0.64,K7 V,-0.971,4017.0,0.03,1.0
K2-64 b,Transit,2016,0,6.5304400000000005,2.07,4.94,3.06,K2-64,499.891,0.74,,-0.234,5312.0,,
K2-73 b,Transit,2016,0,7.49543,2.45,6.57,2.45,K2-73,269.183,1.05,,0.076,5922.0,0.09,
Kepler-222 c,Transit,2014,0,10.08881,4.64,19.4,1.07,Kepler-222,758.854,0.88,,-0.338,5433.0,0.05,0.7000000000000001
Kepler-1802 b,Transit,2021,0,15.45020008,1.671,3.43,4.04,Kepler-1802,636.694,0.65,,-0.925,4245.0,0.0,13.9
Kepler-1820 b,Transit,2021,0,31.03249931,3.119,9.9,1.79,Kepler-1820,1425.39,1.05,,-0.022,5841.0,0.07,0.4
Kepler-1831 b,Transit,2021,0,5.78387022,1.97,4.54,3.26,Kepler-1831,1053.49,1.12,,-0.045,6063.0,0.07,0.3
Kepler-1833 b,Transit,2021,0,6.8921299000000005,1.3,2.24,5.6,Kepler-1833,591.602,1.29,,0.437,6164.0,0.38,2.5700000000000003
Kepler-1835 b,Transit,2021,0,11.96409988,3.534,12.2,1.52,Kepler-1835,1404.38,0.92,,0.078,5903.0,-0.26,4.8
Kepler-1292 b,Transit,2016,0,3.27646405,1.82,3.97,3.62,Kepler-1292,1493.43,0.9500000000000001,,-0.091,5556.0,0.08,4.68
Kepler-1021 b,Transit,2016,0,13.47469571,2.33,6.04,2.62,Kepler-1021,810.082,0.89,,-0.28800000000000003,5431.0,-0.05,4.68
HD 102329 c,Radial Velocity,2018,0,1123.0,13.5,483.1016,1.08,HD 102329,217.107,1.3,K0 III,1.585,4830.0,0.3,1.6
Kepler-165 b,Transit,2014,0,8.180848,2.32,5.99,2.64,Kepler-165,560.885,0.79,,-0.47200000000000003,5211.0,0.12,10.5
Kepler-156 c,Transit,2014,0,15.906801,2.55,7.04,2.33,Kepler-156,443.483,0.84,,-0.44,5094.0,0.254,5.37
Kepler-1581 b,Transit,2016,0,6.28385491,0.8,0.43700000000000006,4.6899999999999995,Kepler-1581,493.175,1.12,,0.391,6022.0,0.07,4.17
Kepler-234 b,Transit,2014,0,2.711506,3.7,13.2,1.43,Kepler-234,1733.1,1.11,,0.24,6224.0,0.09,3.47
Kepler-220 d,Transit,2014,0,28.122397,0.98,0.904,5.28,Kepler-220,171.109,0.65,,-0.676,4632.0,-0.17400000000000002,6.0
Kepler-239 c,Transit,2014,0,56.228098,2.51,6.85,2.38,Kepler-239,648.109,0.76,,-0.47500000000000003,4914.0,0.09,3.31
Kepler-236 c,Transit,2014,0,23.968127,2.0,4.66,3.2,Kepler-236,288.763,0.6,M1 V,-1.229,3750.0,-0.05,3.16
Kepler-226 c,Transit,2014,0,5.349555,2.27,45.2,21.2,Kepler-226,980.138,0.91,,-0.23900000000000002,5571.0,0.16,0.5
Kepler-1533 b,Transit,2016,0,308.5471,3.46,11.8,1.5699999999999998,Kepler-1533,966.801,1.31,,0.662,6431.0,0.03,2.19
Kepler-1627 b,Transit,2016,0,7.20283653,3.69,13.2,1.44,Kepler-1627,317.437,0.87,,-0.303,5445.0,-0.1,4.68
Kepler-395 b,Transit,2014,0,7.054346,1.03,1.08,5.43,Kepler-395,421.382,0.62,,-1.194,4262.0,-0.02,1.6
HD 99706 b,Radial Velocity,2011,0,841.0,13.7,390.9309,0.835,HD 99706,146.6,1.46,K0,1.188,4862.0,0.14,2.1
EPIC 201238110 b,Transit,2019,0,28.1656,1.87,4.16,3.5,EPIC 201238110,159.259,0.41000000000000003,,-1.508,3587.0,,
HIP 4845 b,Radial Velocity,2020,0,34.15,3.89,14.4,1.3399999999999999,HIP 4845,21.0974,0.62,K7V,-1.034,4010.0,,
